person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
P28483,35-44,Woman,South,Urban,80.0,5.4,0
P28484,45-54,Man,North,Urban,81.8,4.0,0
P28485,65-74,Woman,South,Urban,38.2,2.9,0
P28486,25-34,Woman,Midlands,Rural / small town,92.4,6.7,0
P28487,55-64,Man,North,Urban,48.3,3.9,0
P28488,45-54,Man,North,Rural / small town,64.1,5.2,0
P28489,35-44,Non-binary / other,North,Urban,80.9,5.1,0
P28490,35-44,Woman,North,Urban,85.4,5.2,0
P28491,65-74,Woman,Midlands,Urban,34.2,0.0,0
P28492,45-54,Man,London,Urban,75.8,4.5,0
P28493,65-74,Non-binary / other,South,Rural / small town,23.8,1.4,0
P28494,65-74,Man,South,Urban,38.2,4.6,0
P28495,55-64,Woman,London,Rural / small town,65.0,5.5,0
P28496,45-54,Woman,Scotland/Wales,Rural / small town,52.9,4.8,0
P28497,18-24,Man,Midlands,Rural / small town,62.7,5.1,0
P28498,35-44,Woman,North,Urban,62.1,3.2,0
P28499,45-54,Man,Midlands,Rural / small town,53.1,5.0,0
P28500,18-24,Man,London,Urban,100.0,6.5,0
P28501,45-54,Woman,South,Urban,68.0,1.4,0
P28502,25-34,Woman,South,Urban,61.2,5.0,0
P28503,18-24,Man,South,Urban,90.1,4.9,0
P28504,35-44,Man,South,Urban,79.5,8.1,1
P28505,65-74,Man,North,Rural / small town,34.1,1.1,0
P28506,55-64,Woman,South,Rural / small town,22.0,2.4,0
P28507,55-64,Woman,London,Urban,57.2,4.6,0
P28508,55-64,Man,South,Rural / small town,45.4,2.6,0
P28509,35-44,Woman,Midlands,Urban,65.8,4.8,0
P28510,35-44,Woman,Midlands,Urban,82.8,5.3,0
P28511,65-74,Man,South,Urban,30.1,2.4,0
P28512,35-44,Woman,Midlands,Urban,82.8,7.4,1
P28513,65-74,Man,Midlands,Urban,39.8,3.4,0
P28514,55-64,Woman,Midlands,Rural / small town,58.3,4.9,0
P28515,55-64,Man,Midlands,Urban,52.1,6.0,0
P28516,45-54,Man,South,Urban,75.3,5.2,0
P28517,25-34,Man,South,Urban,90.0,7.0,1
P28518,45-54,Man,South,Urban,73.7,1.8,0
P28519,25-34,Man,North,Urban,76.0,6.9,0
P28520,65-74,Man,London,Urban,63.0,3.8,0
P28521,18-24,Woman,North,Urban,69.7,6.2,0
P28522,18-24,Man,North,Urban,82.6,6.4,0
P28523,45-54,Non-binary / other,Midlands,Urban,61.2,5.5,0
P28524,45-54,Woman,Scotland/Wales,Urban,60.6,5.0,0
P28525,35-44,Woman,North,Rural / small town,58.3,2.9,0
P28526,18-24,Man,Scotland/Wales,Rural / small town,75.8,6.8,0
P28527,18-24,Woman,Scotland/Wales,Urban,78.6,4.2,0
P28528,45-54,Man,Midlands,Urban,66.2,5.5,0
P28529,35-44,Man,Midlands,Urban,74.8,6.8,0
P28530,55-64,Man,North,Urban,56.4,2.2,0
P28531,35-44,Non-binary / other,North,Rural / small town,58.3,4.3,0
P28532,55-64,Man,North,Urban,57.6,3.4,0
P28533,55-64,Non-binary / other,South,Urban,70.5,7.3,1
P28534,65-74,Woman,London,Urban,50.7,4.3,0
P28535,45-54,Man,London,Urban,48.2,4.2,0
P28536,45-54,Woman,South,Urban,60.6,3.1,0
P28537,45-54,Man,London,Urban,65.3,5.9,0
P28538,18-24,Woman,South,Rural / small town,78.3,6.2,0
P28539,18-24,Woman,Midlands,Urban,82.7,5.0,0
P28540,25-34,Man,South,Rural / small town,81.0,5.6,0
P28541,55-64,Non-binary / other,South,Urban,65.2,4.7,0
P28542,18-24,Woman,Scotland/Wales,Urban,82.5,6.2,0
P28543,18-24,Woman,South,Urban,71.9,4.3,0
P28544,35-44,Man,Midlands,Urban,60.5,5.9,0
P28545,45-54,Man,South,Urban,60.8,6.5,0
P28546,55-64,Man,South,Urban,60.7,6.3,0
P28547,55-64,Woman,Midlands,Rural / small town,38.5,2.4,0
P28548,65-74,Woman,North,Urban,34.0,2.6,0
P28549,65-74,Man,London,Urban,23.8,4.0,0
P28550,35-44,Man,Scotland/Wales,Urban,70.2,6.2,0
P28551,35-44,Man,Scotland/Wales,Rural / small town,86.9,4.5,0
P28552,55-64,Man,South,Urban,62.0,4.1,0
P28553,55-64,Man,North,Urban,61.6,4.8,0
P28554,45-54,Woman,North,Urban,68.3,2.9,0
P28555,55-64,Woman,London,Urban,45.9,6.4,0
P28556,18-24,Man,North,Rural / small town,61.1,3.8,0
P28557,45-54,Woman,North,Urban,43.7,6.0,0
P28558,65-74,Woman,Scotland/Wales,Urban,46.6,1.9,0
P28559,45-54,Man,London,Rural / small town,66.0,3.9,0
P28560,35-44,Woman,Midlands,Urban,53.4,6.3,0
P28561,55-64,Woman,Scotland/Wales,Urban,50.2,2.7,0
P28562,35-44,Man,South,Urban,71.9,5.7,0
P28563,65-74,Woman,Midlands,Rural / small town,24.6,5.1,0
P28564,55-64,Non-binary / other,London,Urban,52.2,5.3,0
P28565,35-44,Man,South,Urban,93.0,8.0,1
P28566,65-74,Woman,Scotland/Wales,Rural / small town,25.0,5.0,0
P28567,55-64,Woman,North,Urban,57.0,4.5,0
P28568,25-34,Man,South,Rural / small town,69.9,5.7,0
P28569,18-24,Man,London,Urban,90.0,7.4,1
P28570,25-34,Woman,Midlands,Rural / small town,59.8,5.8,0
P28571,35-44,Man,South,Urban,71.3,5.2,0
P28572,35-44,Man,Scotland/Wales,Rural / small town,40.0,3.5,0
P28573,25-34,Man,South,Rural / small town,53.6,5.9,0
P28574,65-74,Woman,Midlands,Urban,52.0,6.2,0
P28575,25-34,Woman,Midlands,Urban,86.0,8.9,1
P28576,55-64,Woman,South,Rural / small town,17.3,3.3,0
P28577,35-44,Man,South,Rural / small town,66.9,5.7,0
P28578,65-74,Man,North,Urban,46.9,4.4,0
P28579,55-64,Woman,South,Rural / small town,49.4,1.2,0
P28580,35-44,Woman,Scotland/Wales,Urban,79.7,4.0,0
P28581,45-54,Man,Midlands,Rural / small town,62.3,3.3,0
P28582,18-24,Woman,North,Urban,100.0,5.1,0
P28583,35-44,Woman,Midlands,Rural / small town,73.6,2.7,0
P28584,65-74,Woman,Midlands,Urban,38.8,5.2,0
P28585,45-54,Man,Scotland/Wales,Urban,66.6,1.9,0
P28586,18-24,Woman,Midlands,Urban,93.0,3.2,0
P28587,45-54,Man,Midlands,Urban,68.4,8.1,1
P28588,55-64,Man,North,Urban,41.5,1.8,0
P28589,65-74,Woman,South,Urban,53.7,3.8,0
P28590,25-34,Man,Midlands,Urban,74.6,6.5,0
P28591,25-34,Man,Scotland/Wales,Rural / small town,73.4,7.9,1
P28592,35-44,Man,Midlands,Rural / small town,57.0,5.5,0
P28593,65-74,Man,South,Urban,35.0,4.3,0
P28594,45-54,Man,South,Urban,58.6,7.9,1
P28595,35-44,Man,South,Urban,79.9,5.5,0
P28596,25-34,Woman,London,Urban,83.1,8.1,1
P28597,55-64,Man,South,Rural / small town,67.8,4.2,0
P28598,55-64,Woman,Scotland/Wales,Urban,55.4,2.6,0
P28599,65-74,Man,Midlands,Urban,57.1,3.8,0
P28600,25-34,Man,South,Rural / small town,56.4,4.8,0
P28601,35-44,Woman,Scotland/Wales,Urban,60.1,4.1,0
P28602,25-34,Man,South,Urban,92.3,5.6,0
P28603,35-44,Woman,Scotland/Wales,Urban,70.3,3.6,0
P28604,18-24,Man,Midlands,Urban,96.7,6.1,0
P28605,45-54,Man,North,Urban,86.8,4.2,0
P28606,18-24,Woman,London,Urban,94.4,7.1,1
P28607,35-44,Woman,London,Urban,52.3,6.1,0
P28608,35-44,Woman,North,Urban,64.0,8.4,1
P28609,45-54,Woman,Midlands,Urban,92.8,7.5,1
P28610,25-34,Woman,South,Urban,66.7,4.9,0
P28611,55-64,Man,South,Urban,51.8,2.2,0
P28612,55-64,Man,South,Urban,56.1,3.3,0
P28613,25-34,Woman,North,Urban,93.0,5.8,0
P28614,18-24,Man,London,Rural / small town,80.0,4.2,0
P28615,25-34,Man,Midlands,Urban,93.4,6.4,0
P28616,25-34,Woman,South,Urban,92.4,6.1,0
P28617,45-54,Woman,Midlands,Urban,60.8,5.0,0
P28618,35-44,Woman,Midlands,Urban,65.1,7.7,1
P28619,55-64,Woman,South,Urban,36.8,3.8,0
P28620,25-34,Man,Scotland/Wales,Urban,52.8,6.3,0
P28621,25-34,Man,Midlands,Rural / small town,65.5,4.4,0
P28622,25-34,Woman,North,Urban,77.6,6.5,0
P28623,65-74,Woman,London,Urban,23.9,6.1,0
P28624,45-54,Woman,Scotland/Wales,Rural / small town,67.6,4.0,0
P28625,55-64,Man,Midlands,Rural / small town,31.9,2.4,0
P28626,35-44,Woman,London,Urban,82.6,6.2,0
P28627,25-34,Man,Scotland/Wales,Urban,87.9,4.9,0
P28628,35-44,Woman,North,Urban,94.2,7.4,1
P28629,25-34,Man,South,Rural / small town,72.2,4.5,0
P28630,65-74,Woman,Midlands,Urban,59.8,2.9,0
P28631,55-64,Woman,Scotland/Wales,Urban,41.0,6.1,0
P28632,55-64,Woman,North,Rural / small town,35.9,6.7,0
P28633,35-44,Woman,North,Rural / small town,56.4,5.0,0
P28634,45-54,Woman,Scotland/Wales,Rural / small town,39.7,3.6,0
P28635,35-44,Woman,Scotland/Wales,Urban,83.9,4.9,0
P28636,65-74,Woman,North,Urban,16.7,2.8,0
P28637,25-34,Woman,Scotland/Wales,Urban,76.6,6.0,0
P28638,25-34,Man,South,Urban,89.9,6.6,0
P28639,45-54,Woman,Midlands,Rural / small town,49.7,5.7,0
P28640,18-24,Man,Midlands,Rural / small town,80.6,6.3,0
P28641,25-34,Woman,London,Urban,100.0,8.6,1
P28642,35-44,Man,London,Urban,86.1,5.0,0
P28643,65-74,Man,South,Rural / small town,32.4,0.7,0
P28644,65-74,Woman,London,Urban,35.4,4.1,0
P28645,45-54,Man,Midlands,Urban,65.5,5.9,0
P28646,18-24,Man,South,Urban,98.1,6.9,0
P28647,25-34,Man,North,Urban,80.8,7.9,1
P28648,18-24,Woman,London,Rural / small town,63.3,3.1,0
P28649,25-34,Woman,Midlands,Urban,97.2,5.4,0
P28650,45-54,Man,South,Rural / small town,64.4,2.8,0
P28651,18-24,Woman,Midlands,Rural / small town,80.1,6.7,0
P28652,65-74,Woman,North,Rural / small town,25.5,3.7,0
P28653,35-44,Man,Scotland/Wales,Urban,60.8,5.9,0
P28654,45-54,Man,North,Rural / small town,55.8,0.1,0
P28655,35-44,Man,London,Urban,70.0,6.4,0
P28656,35-44,Man,Scotland/Wales,Rural / small town,47.1,7.5,1
P28657,65-74,Woman,North,Urban,45.3,3.9,0
P28658,25-34,Man,Scotland/Wales,Urban,83.8,7.0,1
P28659,65-74,Man,Midlands,Rural / small town,35.4,2.5,0
P28660,45-54,Man,North,Rural / small town,77.5,1.7,0
P28661,65-74,Woman,Midlands,Urban,29.7,3.4,0
P28662,35-44,Man,Midlands,Urban,69.8,7.0,1
P28663,35-44,Woman,Scotland/Wales,Urban,66.1,2.9,0
P28664,45-54,Woman,South,Rural / small town,66.3,2.5,0
P28665,25-34,Non-binary / other,Midlands,Urban,76.3,8.1,1
P28666,25-34,Man,Scotland/Wales,Rural / small town,55.6,7.3,1
P28667,25-34,Man,South,Urban,59.0,8.9,1
P28668,45-54,Woman,North,Urban,70.4,4.3,0
P28669,35-44,Woman,Scotland/Wales,Rural / small town,51.5,6.9,0
P28670,45-54,Man,South,Urban,78.3,4.5,0
P28671,65-74,Woman,South,Urban,44.1,3.0,0
P28672,18-24,Woman,North,Urban,90.0,6.6,0
P28673,65-74,Woman,Midlands,Rural / small town,30.2,0.3,0
P28674,35-44,Man,Midlands,Urban,61.1,7.1,1
P28675,55-64,Woman,North,Urban,49.3,4.6,0
P28676,35-44,Man,Scotland/Wales,Rural / small town,70.0,4.4,0
P28677,55-64,Woman,North,Urban,57.5,7.2,1
P28678,18-24,Man,North,Urban,89.4,4.6,0
P28679,18-24,Woman,South,Urban,80.5,5.9,0
P28680,25-34,Woman,North,Urban,79.2,9.1,1
P28681,35-44,Man,London,Urban,79.9,5.4,0
P28682,35-44,Woman,South,Rural / small town,38.8,4.3,0
P28683,65-74,Woman,Scotland/Wales,Urban,59.1,4.8,0
P28684,65-74,Man,South,Rural / small town,19.1,3.1,0
P28685,55-64,Woman,Scotland/Wales,Urban,53.9,5.3,0
P28686,55-64,Man,South,Urban,52.8,2.8,0
P28687,25-34,Man,South,Rural / small town,80.1,4.6,0
P28688,45-54,Man,North,Rural / small town,61.7,4.2,0
P28689,45-54,Woman,London,Urban,75.0,5.8,0
P28690,25-34,Woman,North,Urban,81.5,7.0,1
P28691,18-24,Woman,North,Urban,90.9,4.0,0
P28692,25-34,Man,Scotland/Wales,Urban,89.0,6.3,0
P28693,35-44,Man,London,Rural / small town,43.6,6.7,0
P28694,65-74,Man,South,Urban,29.2,4.9,0
P28695,55-64,Man,North,Rural / small town,36.6,3.6,0
P28696,18-24,Woman,South,Rural / small town,90.4,6.7,0
P28697,55-64,Woman,North,Urban,45.9,6.1,0
P28698,25-34,Woman,North,Urban,79.1,7.3,1
P28699,25-34,Woman,Scotland/Wales,Rural / small town,76.1,5.1,0
P28700,65-74,Man,North,Urban,60.6,3.3,0
P28701,35-44,Man,North,Urban,74.9,6.2,0
P28702,55-64,Man,London,Urban,47.0,5.6,0
P28703,35-44,Man,North,Rural / small town,60.9,3.2,0
P28704,55-64,Woman,Midlands,Urban,52.5,3.1,0
P28705,18-24,Man,South,Urban,100.0,6.8,0
P28706,55-64,Woman,Scotland/Wales,Urban,47.4,3.4,0
P28707,45-54,Woman,South,Urban,73.6,5.8,0
P28708,35-44,Woman,Midlands,Urban,82.2,10.0,1
P28709,25-34,Man,Scotland/Wales,Urban,93.9,7.1,1
P28710,45-54,Man,North,Urban,78.9,7.4,1
P28711,65-74,Woman,Midlands,Rural / small town,38.4,5.1,0
P28712,25-34,Man,Scotland/Wales,Rural / small town,62.9,6.9,0
P28713,45-54,Man,South,Urban,57.4,6.0,0
P28714,65-74,Woman,Midlands,Urban,36.8,4.5,0
P28715,55-64,Man,South,Rural / small town,52.4,0.7,0
P28716,55-64,Non-binary / other,Scotland/Wales,Rural / small town,46.6,4.7,0
P28717,55-64,Man,London,Urban,41.1,5.6,0
P28718,45-54,Woman,North,Urban,68.3,4.3,0
P28719,55-64,Woman,South,Urban,58.1,2.2,0
P28720,25-34,Woman,Midlands,Urban,91.1,5.8,0
P28721,35-44,Man,London,Urban,100.0,6.9,0
P28722,65-74,Man,North,Urban,47.0,3.1,0
P28723,25-34,Man,Scotland/Wales,Rural / small town,68.1,3.7,0
P28724,35-44,Woman,North,Urban,57.9,7.1,1
P28725,55-64,Man,North,Urban,40.2,2.7,0
P28726,18-24,Woman,London,Urban,89.9,5.6,0
P28727,18-24,Woman,North,Urban,100.0,5.3,0
P28728,45-54,Man,North,Urban,61.6,2.6,0
P28729,45-54,Man,North,Urban,64.5,5.1,0
P28730,35-44,Man,Midlands,Urban,87.9,6.6,0
P28731,55-64,Man,London,Urban,65.3,4.9,0
P28732,45-54,Man,Midlands,Urban,59.6,4.7,0
P28733,35-44,Woman,London,Urban,78.1,8.5,1
P28734,65-74,Man,North,Urban,40.2,4.1,0
P28735,18-24,Woman,Midlands,Urban,93.3,5.5,0
P28736,25-34,Man,Midlands,Urban,68.7,5.2,0
P28737,55-64,Man,South,Rural / small town,32.2,2.5,0
P28738,55-64,Man,South,Urban,34.9,2.3,0
P28739,18-24,Woman,Scotland/Wales,Urban,95.1,8.3,1
P28740,45-54,Man,London,Urban,60.8,3.5,0
P28741,25-34,Woman,North,Urban,81.8,6.6,0
P28742,18-24,Woman,Scotland/Wales,Rural / small town,92.1,7.0,1
P28743,18-24,Man,Scotland/Wales,Rural / small town,71.2,2.8,0
P28744,45-54,Man,North,Rural / small town,51.5,4.4,0
P28745,25-34,Woman,North,Urban,96.9,8.0,1
P28746,35-44,Man,South,Urban,64.7,4.7,0
P28747,45-54,Woman,North,Rural / small town,37.7,2.6,0
P28748,35-44,Man,North,Urban,65.5,6.3,0
P28749,55-64,Man,Scotland/Wales,Rural / small town,39.1,0.0,0
P28750,18-24,Woman,North,Rural / small town,74.8,3.6,0
P28751,55-64,Woman,Scotland/Wales,Urban,63.4,1.2,0
P28752,45-54,Man,Scotland/Wales,Urban,50.6,1.6,0
P28753,65-74,Woman,North,Rural / small town,36.9,0.0,0
P28754,25-34,Woman,Scotland/Wales,Urban,88.5,6.0,0
P28755,65-74,Woman,Scotland/Wales,Rural / small town,39.1,2.3,0
P28756,25-34,Woman,Scotland/Wales,Urban,80.4,6.3,0
P28757,25-34,Woman,South,Rural / small town,50.7,3.8,0
P28758,18-24,Woman,London,Urban,77.8,8.3,1
P28759,18-24,Woman,North,Urban,81.6,5.7,0
P28760,35-44,Woman,South,Urban,100.0,6.7,0
P28761,25-34,Woman,South,Urban,86.1,8.4,1
P28762,35-44,Woman,South,Rural / small town,45.0,3.9,0
P28763,25-34,Woman,Scotland/Wales,Rural / small town,59.8,5.1,0
P28764,45-54,Woman,London,Urban,65.5,4.8,0
P28765,65-74,Man,Scotland/Wales,Rural / small town,32.5,2.8,0
P28766,18-24,Man,South,Urban,69.7,6.8,0
P28767,45-54,Woman,North,Urban,53.8,5.2,0
P28768,45-54,Man,North,Urban,56.8,7.1,1
P28769,25-34,Woman,North,Urban,81.4,5.2,0
P28770,55-64,Woman,North,Urban,76.9,5.3,0
P28771,25-34,Woman,Midlands,Urban,62.2,3.8,0
P28772,35-44,Woman,South,Urban,86.9,7.6,1
P28773,55-64,Woman,Midlands,Urban,43.0,4.7,0
P28774,55-64,Woman,North,Urban,51.0,6.0,0
P28775,25-34,Woman,South,Urban,92.3,7.5,1
P28776,65-74,Woman,South,Rural / small town,37.8,2.8,0
P28777,45-54,Woman,South,Urban,67.0,4.9,0
P28778,55-64,Man,South,Rural / small town,61.6,2.7,0
P28779,55-64,Man,South,Urban,33.6,2.5,0
P28780,45-54,Woman,Midlands,Urban,76.5,4.8,0
P28781,35-44,Man,Midlands,Urban,95.3,2.9,0
P28782,55-64,Woman,South,Urban,54.6,4.7,0
P28783,35-44,Woman,Scotland/Wales,Rural / small town,72.3,4.5,0
P28784,55-64,Woman,Midlands,Urban,61.6,3.6,0
P28785,55-64,Woman,Midlands,Rural / small town,29.5,2.8,0
P28786,65-74,Woman,Midlands,Urban,26.7,4.0,0
P28787,18-24,Woman,North,Rural / small town,81.4,4.7,0
P28788,35-44,Man,Scotland/Wales,Rural / small town,69.8,7.4,1
P28789,18-24,Man,London,Urban,64.2,4.0,0
P28790,35-44,Man,Midlands,Urban,79.0,5.7,0
P28791,45-54,Man,North,Rural / small town,55.8,6.9,0
P28792,45-54,Man,South,Urban,52.5,5.5,0
P28793,35-44,Man,London,Urban,68.3,5.0,0
P28794,45-54,Woman,Scotland/Wales,Rural / small town,59.3,3.2,0
P28795,55-64,Man,South,Rural / small town,36.3,4.8,0
P28796,55-64,Man,North,Urban,67.0,5.0,0
P28797,45-54,Man,London,Urban,61.4,5.7,0
P28798,18-24,Woman,Scotland/Wales,Urban,81.8,7.9,1
P28799,35-44,Woman,Midlands,Rural / small town,69.7,4.9,0
P28800,65-74,Woman,North,Urban,45.7,3.4,0
P28801,18-24,Man,South,Urban,97.6,7.2,1
P28802,25-34,Woman,North,Rural / small town,84.0,6.3,0
P28803,45-54,Man,South,Rural / small town,34.7,2.8,0
P28804,35-44,Woman,South,Urban,60.8,2.9,0
P28805,18-24,Man,Midlands,Rural / small town,94.4,6.1,0
P28806,55-64,Man,South,Urban,38.3,6.2,0
P28807,18-24,Man,South,Urban,98.5,7.3,1
P28808,65-74,Woman,Midlands,Urban,46.0,2.2,0
P28809,55-64,Man,North,Rural / small town,55.6,2.8,0
P28810,18-24,Man,North,Rural / small town,62.1,5.6,0
P28811,18-24,Man,North,Urban,96.0,6.7,0
P28812,65-74,Man,Midlands,Rural / small town,17.3,1.4,0
P28813,35-44,Woman,London,Urban,86.3,6.2,0
P28814,25-34,Woman,Midlands,Urban,73.7,5.0,0
P28815,25-34,Non-binary / other,Midlands,Urban,74.7,6.6,0
P28816,25-34,Man,Midlands,Urban,90.2,7.2,1
P28817,35-44,Man,Scotland/Wales,Urban,71.9,5.1,0
P28818,45-54,Woman,South,Urban,50.6,5.3,0
P28819,55-64,Woman,North,Urban,73.4,2.7,0
P28820,45-54,Man,London,Urban,51.9,8.7,1
P28821,25-34,Man,Scotland/Wales,Rural / small town,61.5,5.8,0
P28822,55-64,Man,Scotland/Wales,Urban,66.7,3.8,0
P28823,35-44,Man,South,Urban,61.0,5.9,0
P28824,65-74,Man,Scotland/Wales,Urban,57.2,5.3,0
P28825,55-64,Woman,Midlands,Urban,53.0,4.7,0
P28826,45-54,Man,Scotland/Wales,Rural / small town,47.6,5.3,0
P28827,35-44,Woman,London,Rural / small town,66.1,3.3,0
P28828,35-44,Man,South,Rural / small town,71.1,5.6,0
P28829,65-74,Woman,Scotland/Wales,Urban,39.5,6.5,0
P28830,18-24,Woman,South,Rural / small town,70.2,3.7,0
P28831,65-74,Woman,South,Urban,47.2,4.3,0
P28832,45-54,Woman,Midlands,Urban,68.4,4.5,0
P28833,18-24,Woman,Midlands,Urban,68.9,5.5,0
P28834,25-34,Woman,North,Rural / small town,55.2,6.3,0
P28835,35-44,Woman,South,Urban,69.9,4.5,0
P28836,18-24,Woman,Scotland/Wales,Rural / small town,74.1,4.8,0
P28837,35-44,Man,North,Urban,67.4,3.6,0
P28838,35-44,Woman,South,Urban,57.7,3.8,0
P28839,45-54,Man,North,Rural / small town,74.8,4.0,0
P28840,35-44,Woman,London,Urban,73.9,2.6,0
P28841,18-24,Man,London,Urban,73.0,4.0,0
P28842,25-34,Woman,South,Urban,86.4,6.5,0
P28843,35-44,Man,Midlands,Rural / small town,51.2,5.6,0
P28844,18-24,Man,London,Urban,67.1,7.7,1
P28845,25-34,Woman,London,Urban,60.9,5.2,0
P28846,25-34,Woman,Scotland/Wales,Rural / small town,65.9,3.9,0
P28847,25-34,Woman,Midlands,Urban,85.5,5.5,0
P28848,55-64,Woman,Scotland/Wales,Urban,52.5,6.0,0
P28849,65-74,Woman,Midlands,Urban,34.5,-0.0,0
P28850,35-44,Man,Midlands,Urban,93.9,6.9,0
P28851,25-34,Man,South,Rural / small town,73.6,8.4,1
P28852,45-54,Man,Scotland/Wales,Urban,60.5,6.7,0
P28853,45-54,Woman,South,Rural / small town,55.8,6.5,0
P28854,55-64,Man,South,Rural / small town,25.0,3.2,0
P28855,45-54,Woman,North,Rural / small town,54.2,7.0,1
P28856,35-44,Man,North,Rural / small town,77.3,4.9,0
P28857,25-34,Man,South,Urban,72.8,6.5,0
P28858,25-34,Man,Midlands,Rural / small town,82.8,4.8,0
P28859,35-44,Non-binary / other,South,Urban,82.1,4.8,0
P28860,25-34,Woman,North,Urban,75.7,8.6,1
P28861,35-44,Woman,North,Urban,76.4,5.0,0
P28862,45-54,Man,Midlands,Urban,49.4,5.1,0
P28863,55-64,Man,South,Rural / small town,62.4,4.1,0
P28864,65-74,Man,Midlands,Urban,40.5,3.2,0
P28865,25-34,Woman,London,Urban,70.0,7.7,1
P28866,65-74,Woman,Midlands,Rural / small town,41.5,3.2,0
P28867,18-24,Man,Scotland/Wales,Urban,77.0,4.9,0
P28868,35-44,Woman,South,Rural / small town,40.6,1.7,0
P28869,25-34,Woman,South,Urban,87.1,8.0,1
P28870,35-44,Man,London,Rural / small town,37.0,6.8,0
P28871,18-24,Woman,Midlands,Rural / small town,74.8,1.2,0
P28872,55-64,Woman,North,Urban,56.7,1.9,0
P28873,65-74,Woman,Scotland/Wales,Rural / small town,28.9,1.3,0
P28874,35-44,Man,South,Urban,75.5,4.2,0
P28875,45-54,Woman,Scotland/Wales,Rural / small town,48.9,5.5,0
P28876,35-44,Woman,Midlands,Urban,71.3,6.1,0
P28877,55-64,Man,North,Urban,40.7,4.3,0
P28878,18-24,Non-binary / other,North,Rural / small town,75.7,2.3,0
P28879,55-64,Woman,North,Urban,60.1,4.4,0
P28880,45-54,Man,North,Urban,60.0,4.2,0
P28881,25-34,Woman,South,Rural / small town,69.2,4.9,0
P28882,45-54,Woman,Scotland/Wales,Rural / small town,40.5,5.7,0
P28883,45-54,Non-binary / other,South,Rural / small town,62.5,8.7,1
P28884,65-74,Man,North,Urban,34.6,2.3,0
P28885,65-74,Man,Midlands,Urban,59.8,5.6,0
P28886,55-64,Man,South,Urban,64.7,2.8,0
P28887,55-64,Woman,North,Urban,49.5,2.9,0
P28888,55-64,Non-binary / other,South,Urban,36.8,3.8,0
P28889,25-34,Woman,Scotland/Wales,Rural / small town,83.8,4.8,0
P28890,45-54,Man,Scotland/Wales,Rural / small town,75.3,5.0,0
P28891,18-24,Man,Midlands,Urban,68.6,6.3,0
P28892,25-34,Man,Scotland/Wales,Urban,100.0,6.2,0
P28893,55-64,Man,South,Rural / small town,30.9,3.6,0
P28894,25-34,Woman,Midlands,Rural / small town,86.1,5.9,0
P28895,45-54,Man,London,Urban,33.8,4.6,0
P28896,18-24,Non-binary / other,Midlands,Rural / small town,64.3,3.8,0
P28897,18-24,Woman,North,Rural / small town,73.4,4.8,0
P28898,35-44,Man,Midlands,Rural / small town,62.2,4.5,0
P28899,25-34,Woman,Scotland/Wales,Rural / small town,65.7,4.7,0
P28900,45-54,Man,Scotland/Wales,Rural / small town,51.7,4.2,0
P28901,45-54,Woman,South,Rural / small town,48.8,6.8,0
P28902,35-44,Woman,Midlands,Urban,57.1,5.5,0
P28903,35-44,Man,Scotland/Wales,Rural / small town,62.7,3.5,0
P28904,65-74,Woman,Midlands,Urban,29.0,4.6,0
P28905,55-64,Man,London,Urban,47.8,4.9,0
P28906,45-54,Woman,North,Rural / small town,52.8,3.4,0
P28907,55-64,Woman,South,Rural / small town,57.0,5.8,0
P28908,55-64,Man,South,Rural / small town,31.7,2.2,0
P28909,45-54,Man,South,Urban,64.0,7.5,1
P28910,35-44,Non-binary / other,South,Rural / small town,56.8,5.4,0
P28911,35-44,Man,Midlands,Urban,99.7,3.5,0
P28912,45-54,Woman,North,Urban,48.2,3.2,0
P28913,55-64,Man,London,Urban,43.2,5.2,0
P28914,18-24,Woman,North,Urban,69.6,4.5,0
P28915,18-24,Woman,London,Rural / small town,69.2,5.1,0
P28916,25-34,Man,South,Urban,86.3,8.3,1
P28917,18-24,Woman,Midlands,Urban,88.9,5.6,0
P28918,65-74,Woman,London,Urban,38.3,3.7,0
P28919,45-54,Man,South,Urban,81.0,6.6,0
P28920,45-54,Man,North,Urban,86.7,3.6,0
P28921,45-54,Man,North,Urban,60.2,4.7,0
P28922,25-34,Man,Scotland/Wales,Rural / small town,74.3,5.3,0
P28923,35-44,Woman,North,Rural / small town,46.1,4.7,0
P28924,45-54,Man,Midlands,Urban,45.2,5.7,0
P28925,55-64,Woman,South,Urban,41.3,2.0,0
P28926,25-34,Man,South,Urban,75.9,6.4,0
P28927,25-34,Man,Midlands,Urban,67.4,6.5,0
P28928,65-74,Man,Scotland/Wales,Urban,41.9,2.9,0
P28929,18-24,Man,Midlands,Urban,76.5,5.0,0
P28930,35-44,Man,South,Rural / small town,88.9,4.1,0
P28931,18-24,Woman,Midlands,Urban,69.9,5.8,0
P28932,45-54,Woman,London,Urban,56.2,7.3,1
P28933,18-24,Man,Scotland/Wales,Urban,96.9,5.1,0
P28934,35-44,Woman,South,Rural / small town,72.2,4.4,0
P28935,65-74,Man,North,Urban,56.6,3.9,0
P28936,55-64,Man,South,Rural / small town,39.3,3.3,0
P28937,45-54,Man,North,Urban,61.1,6.8,0
P28938,55-64,Man,North,Urban,56.7,2.2,0
P28939,25-34,Woman,North,Rural / small town,71.8,5.0,0
