strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Proportional stratified,P21592,55-64,Man,South,Urban,45.9,4.2,0
Proportional stratified,P33850,55-64,Woman,South,Urban,81.5,5.4,0
Proportional stratified,P44301,55-64,Woman,South,Rural / small town,40.8,1.1,0
Proportional stratified,P41448,55-64,Man,South,Urban,59.8,4.0,0
Proportional stratified,P41564,55-64,Man,South,Urban,37.5,4.2,0
Proportional stratified,P33949,55-64,Woman,South,Urban,58.1,6.8,0
Proportional stratified,P36756,55-64,Woman,South,Urban,61.4,4.4,0
Proportional stratified,P14481,55-64,Woman,South,Urban,50.4,3.1,0
Proportional stratified,P38423,55-64,Woman,South,Urban,40.6,0.3,0
Proportional stratified,P38070,55-64,Woman,South,Rural / small town,45.3,4.1,0
Proportional stratified,P09621,55-64,Woman,South,Urban,42.1,1.9,0
Proportional stratified,P45699,65-74,Woman,London,Urban,39.4,3.7,0
Proportional stratified,P04495,65-74,Man,London,Urban,39.0,4.8,0
Proportional stratified,P27271,65-74,Man,London,Urban,42.2,4.8,0
Proportional stratified,P04584,65-74,Man,London,Urban,45.7,4.3,0
Proportional stratified,P01503,65-74,Man,London,Urban,37.3,4.4,0
Proportional stratified,P14690,65-74,Woman,London,Urban,45.3,3.8,0
Proportional stratified,P49150,65-74,Woman,London,Urban,36.9,2.0,0
Proportional stratified,P42031,65-74,Man,London,Urban,34.2,2.6,0
Proportional stratified,P04001,65-74,Woman,London,Rural / small town,31.5,3.5,0
Proportional stratified,P24375,65-74,Woman,London,Urban,67.6,6.6,0
Proportional stratified,P07085,65-74,Man,London,Urban,43.9,2.6,0
Proportional stratified,P02791,65-74,Woman,London,Urban,42.9,4.5,0
Proportional stratified,P07992,65-74,Man,London,Urban,44.5,5.3,0
Proportional stratified,P12764,65-74,Man,London,Urban,62.5,4.2,0
Proportional stratified,P06909,65-74,Woman,Midlands,Urban,62.7,2.0,0
Proportional stratified,P16571,65-74,Man,Midlands,Urban,56.2,6.3,0
Proportional stratified,P10882,65-74,Man,Midlands,Rural / small town,10.6,3.5,0
Proportional stratified,P43152,65-74,Man,Midlands,Urban,41.6,4.8,0
Proportional stratified,P17121,65-74,Man,Midlands,Urban,34.7,5.0,0
Proportional stratified,P08860,65-74,Non-binary / other,Midlands,Urban,33.8,4.7,0
Proportional stratified,P12909,65-74,Man,Midlands,Rural / small town,31.1,3.0,0
Proportional stratified,P46333,65-74,Woman,Midlands,Rural / small town,40.3,0.9,0
Proportional stratified,P40196,65-74,Man,Midlands,Rural / small town,30.1,1.5,0
Proportional stratified,P37142,65-74,Woman,Midlands,Urban,56.5,4.1,0
Proportional stratified,P24135,65-74,Woman,Midlands,Rural / small town,35.7,1.7,0
Proportional stratified,P47631,65-74,Man,Midlands,Urban,46.2,3.6,0
Proportional stratified,P31232,65-74,Man,Midlands,Urban,35.1,5.4,0
Proportional stratified,P33437,65-74,Woman,Midlands,Rural / small town,25.5,3.6,0
Proportional stratified,P06208,65-74,Woman,Midlands,Urban,32.1,1.5,0
Proportional stratified,P02800,65-74,Woman,Midlands,Urban,38.5,4.6,0
Proportional stratified,P07383,65-74,Woman,Midlands,Rural / small town,32.1,3.0,0
Proportional stratified,P09180,65-74,Man,Midlands,Urban,66.0,6.1,0
Proportional stratified,P47958,65-74,Man,Midlands,Urban,62.7,3.2,0
Proportional stratified,P42282,65-74,Woman,Midlands,Rural / small town,48.3,3.4,0
Proportional stratified,P24359,65-74,Man,Midlands,Urban,39.6,4.1,0
Proportional stratified,P13673,65-74,Woman,Midlands,Urban,55.0,0.4,0
Proportional stratified,P41076,65-74,Woman,Midlands,Urban,34.6,3.4,0
Proportional stratified,P13027,65-74,Man,North,Rural / small town,50.8,2.6,0
Proportional stratified,P46728,65-74,Woman,North,Urban,44.8,1.9,0
Proportional stratified,P43293,65-74,Man,North,Urban,37.3,0.5,0
Proportional stratified,P20180,65-74,Man,North,Rural / small town,34.5,3.3,0
Proportional stratified,P47596,65-74,Woman,North,Urban,45.2,2.8,0
Proportional stratified,P14893,65-74,Man,North,Rural / small town,12.7,0.9,0
Proportional stratified,P49509,65-74,Non-binary / other,North,Urban,49.6,3.9,0
Proportional stratified,P36821,65-74,Man,North,Rural / small town,29.6,4.8,0
Proportional stratified,P33332,65-74,Woman,North,Urban,38.9,0.0,0
Proportional stratified,P30866,65-74,Man,North,Rural / small town,36.9,1.1,0
Proportional stratified,P21587,65-74,Man,North,Urban,25.8,3.9,0
Proportional stratified,P12469,65-74,Man,North,Urban,29.7,2.4,0
Proportional stratified,P34846,65-74,Woman,North,Urban,40.4,4.3,0
Proportional stratified,P32269,65-74,Woman,North,Urban,51.4,2.7,0
Proportional stratified,P19059,65-74,Woman,North,Urban,56.0,4.8,0
Proportional stratified,P34639,65-74,Woman,North,Urban,45.1,3.4,0
Proportional stratified,P47179,65-74,Woman,North,Urban,40.3,2.7,0
Proportional stratified,P22877,65-74,Man,North,Rural / small town,43.2,4.4,0
Proportional stratified,P26433,65-74,Woman,North,Urban,50.1,4.8,0
Proportional stratified,P11115,65-74,Man,North,Rural / small town,24.6,3.0,0
Proportional stratified,P49815,65-74,Man,North,Urban,42.2,4.1,0
Proportional stratified,P37783,65-74,Woman,North,Rural / small town,34.3,2.3,0
Proportional stratified,P02435,65-74,Woman,North,Rural / small town,20.0,1.9,0
Proportional stratified,P00716,65-74,Woman,North,Urban,53.3,5.6,0
Proportional stratified,P30166,65-74,Woman,North,Urban,37.7,5.9,0
Proportional stratified,P42004,65-74,Man,North,Urban,56.6,4.7,0
Proportional stratified,P20095,65-74,Man,North,Urban,58.4,4.5,0
Proportional stratified,P10279,65-74,Man,North,Urban,47.7,3.2,0
Proportional stratified,P09139,65-74,Man,North,Rural / small town,35.5,4.0,0
Proportional stratified,P08616,65-74,Woman,North,Rural / small town,39.7,0.0,0
Proportional stratified,P29390,65-74,Woman,Scotland/Wales,Urban,37.6,5.1,0
Proportional stratified,P48450,65-74,Man,Scotland/Wales,Rural / small town,48.3,1.5,0
Proportional stratified,P13089,65-74,Woman,Scotland/Wales,Rural / small town,23.5,2.8,0
Proportional stratified,P25152,65-74,Woman,Scotland/Wales,Urban,43.1,6.1,0
Proportional stratified,P20552,65-74,Man,Scotland/Wales,Rural / small town,39.2,3.0,0
Proportional stratified,P04438,65-74,Woman,Scotland/Wales,Urban,41.8,2.1,0
Proportional stratified,P11381,65-74,Man,Scotland/Wales,Urban,32.2,2.1,0
Proportional stratified,P15382,65-74,Man,Scotland/Wales,Urban,39.2,3.8,0
Proportional stratified,P23187,65-74,Man,Scotland/Wales,Rural / small town,34.1,0.8,0
Proportional stratified,P29578,65-74,Woman,Scotland/Wales,Urban,32.5,3.4,0
Proportional stratified,P06564,65-74,Man,Scotland/Wales,Rural / small town,24.6,0.3,0
Proportional stratified,P04645,65-74,Woman,Scotland/Wales,Urban,45.1,6.0,0
Proportional stratified,P05387,65-74,Woman,Scotland/Wales,Urban,65.0,2.8,0
Proportional stratified,P49489,65-74,Man,Scotland/Wales,Rural / small town,22.5,1.2,0
Proportional stratified,P40586,65-74,Man,Scotland/Wales,Urban,49.9,1.2,0
Proportional stratified,P08262,65-74,Woman,South,Urban,35.3,3.9,0
Proportional stratified,P03567,65-74,Man,South,Urban,60.3,5.7,0
Proportional stratified,P41091,65-74,Woman,South,Urban,49.3,4.2,0
Proportional stratified,P44207,65-74,Woman,South,Urban,49.0,2.9,0
Proportional stratified,P28135,65-74,Man,South,Rural / small town,23.1,4.4,0
Proportional stratified,P41312,65-74,Man,South,Urban,37.7,0.0,0
Proportional stratified,P39140,65-74,Woman,South,Urban,58.1,3.7,0
Proportional stratified,P09847,65-74,Man,South,Rural / small town,8.6,3.2,0
Proportional stratified,P17276,65-74,Man,South,Rural / small town,17.3,2.8,0
Proportional stratified,P18924,65-74,Woman,South,Urban,46.7,4.1,0
Proportional stratified,P30102,65-74,Man,South,Rural / small town,43.0,2.6,0
Proportional stratified,P00192,65-74,Man,South,Rural / small town,21.1,1.7,0
Proportional stratified,P23656,65-74,Woman,South,Rural / small town,22.0,3.6,0
Proportional stratified,P10230,65-74,Man,South,Urban,48.2,3.6,0
Proportional stratified,P00412,65-74,Man,South,Rural / small town,48.8,2.7,0
Proportional stratified,P16749,65-74,Man,South,Urban,56.8,0.2,0
Proportional stratified,P42672,65-74,Man,South,Urban,39.9,1.8,0
Proportional stratified,P12094,65-74,Woman,South,Urban,46.8,2.2,0
Proportional stratified,P16448,65-74,Woman,South,Urban,69.3,4.6,0
Proportional stratified,P32897,65-74,Woman,South,Urban,37.7,1.0,0
Proportional stratified,P37846,65-74,Man,South,Urban,60.5,4.3,0
Proportional stratified,P44351,65-74,Woman,South,Urban,30.2,6.2,0
Proportional stratified,P33459,65-74,Woman,South,Urban,45.1,4.6,0
Proportional stratified,P18018,65-74,Man,South,Urban,42.0,3.5,0
Proportional stratified,P31536,65-74,Woman,South,Rural / small town,26.9,3.3,0
Proportional stratified,P48382,65-74,Man,South,Urban,47.6,5.2,0
Proportional stratified,P45510,65-74,Man,South,Urban,37.5,4.5,0
Proportional stratified,P47899,65-74,Woman,South,Rural / small town,24.3,2.4,0
Quota,P48311,18-24,Man,South,Urban,91.7,2.8,0
Quota,P18280,18-24,Man,London,Urban,72.2,5.7,0
Quota,P10532,18-24,Man,London,Rural / small town,80.3,9.3,1
Quota,P36780,18-24,Man,Midlands,Rural / small town,72.9,8.0,1
Quota,P44675,18-24,Man,Scotland/Wales,Urban,85.5,8.5,1
Quota,P01519,18-24,Man,Scotland/Wales,Urban,70.5,5.6,0
Quota,P27390,18-24,Man,Scotland/Wales,Urban,93.7,8.0,1
Quota,P34744,18-24,Man,Midlands,Urban,92.2,4.5,0
Quota,P26417,18-24,Man,North,Urban,95.8,4.2,0
Quota,P01159,18-24,Man,Midlands,Urban,81.5,8.8,1
Quota,P22775,18-24,Man,South,Urban,92.9,5.7,0
Quota,P42167,18-24,Man,South,Urban,89.7,6.5,0
Quota,P22288,18-24,Man,Midlands,Urban,84.6,9.3,1
Quota,P08597,18-24,Man,North,Rural / small town,80.7,5.6,0
Quota,P22055,18-24,Man,South,Urban,98.7,7.8,1
Quota,P01210,18-24,Man,North,Urban,100.0,5.3,0
Quota,P05537,18-24,Man,Midlands,Rural / small town,80.2,8.5,1
Quota,P46767,18-24,Man,North,Urban,74.0,5.4,0
Quota,P29972,18-24,Man,Midlands,Urban,100.0,4.9,0
Quota,P27304,18-24,Man,London,Urban,66.9,2.7,0
Quota,P44335,18-24,Man,Midlands,Urban,69.5,6.6,0
Quota,P49490,18-24,Man,Midlands,Urban,100.0,5.0,0
Quota,P30623,18-24,Man,Scotland/Wales,Urban,71.5,5.9,0
Quota,P33147,18-24,Man,London,Urban,60.8,6.6,0
Quota,P47782,18-24,Man,Midlands,Urban,91.7,7.2,1
Quota,P46833,18-24,Man,South,Urban,93.8,8.3,1
Quota,P12947,18-24,Man,Midlands,Urban,79.1,7.8,1
Quota,P42320,18-24,Man,South,Urban,83.2,5.3,0
Quota,P32744,18-24,Man,South,Urban,83.0,6.5,0
Quota,P30917,18-24,Man,South,Rural / small town,71.8,5.5,0
Quota,P37114,18-24,Man,South,Urban,87.8,5.0,0
Quota,P35146,18-24,Man,London,Urban,99.0,8.5,1
Quota,P41450,18-24,Man,North,Urban,100.0,7.9,1
Quota,P43626,18-24,Man,North,Urban,76.0,3.8,0
Quota,P42206,18-24,Man,North,Urban,96.9,7.4,1
Quota,P37331,18-24,Man,Scotland/Wales,Urban,83.1,4.0,0
Quota,P44105,18-24,Man,North,Urban,85.9,5.0,0
Quota,P31088,18-24,Man,North,Urban,85.9,6.5,0
Quota,P39558,18-24,Man,Midlands,Urban,95.6,2.9,0
Quota,P18677,18-24,Man,North,Urban,75.0,5.7,0
Quota,P44812,18-24,Man,South,Urban,98.4,7.8,1
Quota,P47202,18-24,Man,North,Urban,84.4,5.0,0
Quota,P04071,18-24,Man,Midlands,Urban,89.6,6.6,0
Quota,P30726,18-24,Man,Scotland/Wales,Urban,89.5,5.6,0
Quota,P23983,18-24,Man,South,Urban,77.1,5.1,0
Quota,P35450,18-24,Man,North,Urban,92.1,6.1,0
Quota,P49975,18-24,Man,London,Urban,100.0,7.4,1
Quota,P19925,18-24,Non-binary / other,South,Urban,77.7,4.1,0
Quota,P37347,18-24,Non-binary / other,South,Urban,70.1,8.5,1
Quota,P26646,18-24,Woman,Scotland/Wales,Rural / small town,73.0,6.8,0
Quota,P43330,18-24,Woman,North,Urban,100.0,4.2,0
Quota,P18745,18-24,Woman,Scotland/Wales,Urban,91.3,8.2,1
Quota,P06844,18-24,Woman,North,Urban,75.0,4.1,0
Quota,P13287,18-24,Woman,South,Rural / small town,60.2,4.1,0
Quota,P12875,18-24,Woman,Scotland/Wales,Rural / small town,75.0,6.8,0
Quota,P32932,18-24,Woman,London,Urban,99.0,8.7,1
Quota,P48280,18-24,Woman,South,Urban,74.5,7.4,1
Quota,P29658,18-24,Woman,North,Urban,97.0,5.2,0
Quota,P46156,18-24,Woman,Scotland/Wales,Urban,83.0,6.7,0
Quota,P17620,18-24,Woman,South,Urban,79.3,7.2,1
Quota,P29678,18-24,Woman,Midlands,Urban,100.0,3.0,0
Quota,P44062,18-24,Woman,North,Urban,89.5,8.1,1
Quota,P20816,18-24,Woman,South,Urban,80.7,4.4,0
Quota,P39579,18-24,Woman,London,Rural / small town,79.7,3.0,0
Quota,P44131,18-24,Woman,South,Rural / small town,61.7,3.2,0
Quota,P28651,18-24,Woman,Midlands,Rural / small town,80.1,6.7,0
Quota,P28735,18-24,Woman,Midlands,Urban,93.3,5.5,0
Quota,P33334,18-24,Woman,South,Urban,89.8,7.3,1
Quota,P15092,18-24,Woman,London,Urban,59.6,6.3,0
Quota,P24605,18-24,Woman,Scotland/Wales,Rural / small town,71.6,6.0,0
Quota,P43538,18-24,Woman,North,Urban,80.3,5.1,0
Quota,P28156,18-24,Woman,North,Rural / small town,92.8,6.4,0
Quota,P08117,18-24,Woman,North,Rural / small town,85.3,2.7,0
Quota,P32538,18-24,Woman,Midlands,Urban,76.7,6.5,0
Quota,P45650,18-24,Woman,London,Urban,97.3,4.6,0
Quota,P48919,18-24,Woman,North,Rural / small town,73.7,7.2,1
Quota,P25513,18-24,Woman,London,Urban,100.0,3.8,0
Quota,P23524,18-24,Woman,North,Urban,94.9,8.3,1
Quota,P04768,18-24,Woman,South,Urban,97.1,6.2,0
Quota,P49710,18-24,Woman,London,Urban,93.4,5.7,0
Quota,P48654,18-24,Woman,North,Urban,82.0,4.2,0
Quota,P45840,18-24,Woman,Midlands,Urban,96.7,6.6,0
Quota,P14570,18-24,Woman,Midlands,Rural / small town,96.9,6.3,0
Quota,P28750,18-24,Woman,North,Rural / small town,74.8,3.6,0
Quota,P08063,18-24,Woman,Midlands,Rural / small town,75.0,5.2,0
Quota,P31144,18-24,Woman,South,Urban,94.2,4.6,0
Quota,P47723,18-24,Woman,North,Rural / small town,62.9,4.7,0
Quota,P38723,18-24,Woman,Scotland/Wales,Urban,89.4,1.7,0
Quota,P32339,18-24,Woman,Midlands,Rural / small town,79.2,4.2,0
Quota,P09921,18-24,Woman,London,Urban,75.8,6.6,0
Quota,P25053,18-24,Woman,South,Urban,87.5,5.3,0
Quota,P08122,18-24,Woman,North,Urban,100.0,4.1,0
Quota,P04831,18-24,Woman,Midlands,Urban,91.5,6.1,0
Quota,P02752,18-24,Woman,South,Urban,97.2,8.5,1
Quota,P47619,18-24,Woman,North,Urban,81.6,5.3,0
Quota,P22467,18-24,Woman,Scotland/Wales,Urban,96.5,5.9,0
Quota,P16759,25-34,Man,South,Rural / small town,86.0,3.7,0
Quota,P22582,25-34,Man,North,Rural / small town,68.0,6.3,0
Quota,P28169,25-34,Man,South,Urban,74.6,4.7,0
Quota,P39653,25-34,Man,Midlands,Urban,80.2,7.1,1
Quota,P16454,25-34,Man,South,Urban,88.2,6.8,0
Quota,P39955,25-34,Man,North,Urban,74.8,7.5,1
Quota,P30876,25-34,Man,Midlands,Urban,81.0,7.1,1
Quota,P38910,25-34,Man,Midlands,Rural / small town,61.5,5.4,0
Quota,P08078,25-34,Man,London,Urban,72.7,5.8,0
Quota,P01374,25-34,Man,London,Urban,87.2,8.6,1
Quota,P37629,25-34,Man,London,Urban,99.1,10.0,1
Quota,P22606,25-34,Man,Midlands,Urban,80.2,5.1,0
Quota,P38865,25-34,Man,Midlands,Rural / small town,78.6,5.0,0
Quota,P32127,25-34,Man,London,Urban,90.3,8.6,1
Quota,P02161,25-34,Man,South,Urban,72.0,4.7,0
Quota,P39393,25-34,Man,Midlands,Urban,79.3,6.1,0
Quota,P05804,25-34,Man,North,Urban,79.0,5.3,0
Quota,P31568,25-34,Man,London,Urban,82.9,8.0,1
Quota,P25315,25-34,Man,North,Urban,83.6,4.8,0
Quota,P03134,25-34,Man,Scotland/Wales,Rural / small town,56.0,3.6,0
Quota,P47892,25-34,Man,South,Urban,88.7,5.4,0
Quota,P39450,25-34,Man,Midlands,Urban,89.0,5.5,0
Quota,P20592,25-34,Man,London,Urban,97.0,6.9,0
Quota,P13478,25-34,Man,North,Urban,65.9,3.0,0
Quota,P40634,25-34,Man,Midlands,Urban,54.9,5.4,0
Quota,P16955,25-34,Man,South,Urban,56.9,3.0,0
Quota,P13316,25-34,Man,Scotland/Wales,Rural / small town,77.2,4.5,0
Quota,P23723,25-34,Man,London,Urban,65.1,6.8,0
Quota,P17077,25-34,Man,Scotland/Wales,Urban,86.2,2.6,0
Quota,P38817,25-34,Man,Midlands,Urban,100.0,7.3,1
Quota,P40423,25-34,Man,South,Urban,94.0,6.5,0
Quota,P11223,25-34,Man,London,Urban,96.5,7.1,1
Quota,P39665,25-34,Man,North,Urban,95.0,6.4,0
Quota,P10631,25-34,Man,South,Rural / small town,52.9,3.0,0
Quota,P47950,25-34,Man,North,Urban,98.7,6.8,0
Quota,P02246,25-34,Man,North,Rural / small town,75.3,2.7,0
Quota,P32704,25-34,Man,South,Rural / small town,62.4,6.0,0
Quota,P28477,25-34,Man,Midlands,Urban,80.0,5.7,0
Quota,P15502,25-34,Man,South,Rural / small town,57.7,6.1,0
Quota,P28816,25-34,Man,Midlands,Urban,90.2,7.2,1
Quota,P20297,25-34,Man,Scotland/Wales,Rural / small town,63.8,4.8,0
Quota,P18918,25-34,Man,Scotland/Wales,Urban,92.2,5.0,0
Quota,P23753,25-34,Man,London,Urban,63.2,8.7,1
Quota,P07822,25-34,Man,Midlands,Urban,71.2,5.2,0
Quota,P14252,25-34,Man,South,Urban,96.5,7.1,1
Quota,P33034,25-34,Man,Midlands,Urban,73.8,7.6,1
Quota,P21276,25-34,Man,North,Urban,99.4,4.3,0
Quota,P45928,25-34,Man,Midlands,Urban,99.6,8.2,1
Quota,P16625,25-34,Man,South,Urban,74.9,7.7,1
Quota,P15433,25-34,Man,London,Urban,78.9,5.5,0
Quota,P27619,25-34,Man,London,Urban,61.3,7.4,1
Quota,P38004,25-34,Man,Midlands,Urban,80.6,6.4,0
Quota,P20266,25-34,Man,South,Rural / small town,87.2,6.2,0
Quota,P33196,25-34,Man,Scotland/Wales,Urban,95.2,4.1,0
Quota,P07630,25-34,Man,Midlands,Urban,69.1,7.8,1
Quota,P28286,25-34,Man,London,Urban,99.9,6.4,0
Quota,P32887,25-34,Man,Midlands,Rural / small town,78.2,4.0,0
Quota,P47920,25-34,Man,Midlands,Rural / small town,84.6,6.9,0
Quota,P47661,25-34,Man,North,Urban,92.9,7.1,1
Quota,P24518,25-34,Man,North,Rural / small town,76.4,6.8,0
Quota,P29379,25-34,Man,South,Urban,100.0,7.6,1
Quota,P15829,25-34,Man,Midlands,Urban,69.2,5.0,0
Quota,P12055,25-34,Man,North,Urban,91.2,3.6,0
Quota,P06184,25-34,Man,North,Urban,94.6,5.9,0
Quota,P47415,25-34,Man,London,Urban,81.0,7.6,1
Quota,P04778,25-34,Man,North,Urban,95.6,4.3,0
Quota,P26624,25-34,Man,Scotland/Wales,Urban,72.4,6.8,0
Quota,P19770,25-34,Man,Scotland/Wales,Urban,83.3,6.9,0
Quota,P00222,25-34,Man,Scotland/Wales,Rural / small town,100.0,8.0,1
Quota,P11929,25-34,Man,North,Rural / small town,53.4,6.6,0
Quota,P21977,25-34,Man,Midlands,Urban,86.7,7.2,1
Quota,P19496,25-34,Man,London,Urban,82.1,9.1,1
Quota,P04996,25-34,Man,North,Urban,87.4,6.8,0
Quota,P31714,25-34,Man,North,Urban,88.6,7.9,1
Quota,P29497,25-34,Man,North,Urban,77.6,4.2,0
Quota,P03968,25-34,Man,South,Urban,72.4,7.1,1
Quota,P10561,25-34,Non-binary / other,South,Urban,100.0,5.0,0
Quota,P08209,25-34,Non-binary / other,Midlands,Urban,80.6,6.5,0
Quota,P15474,25-34,Non-binary / other,South,Urban,84.1,5.4,0
Quota,P40622,25-34,Woman,South,Urban,89.9,7.7,1
Quota,P03949,25-34,Woman,Midlands,Urban,88.7,7.5,1
Quota,P36521,25-34,Woman,North,Urban,79.9,9.7,1
Quota,P11310,25-34,Woman,North,Urban,67.8,5.3,0
Quota,P48813,25-34,Woman,Scotland/Wales,Rural / small town,81.6,7.5,1
Quota,P20613,25-34,Woman,North,Urban,84.0,6.4,0
Quota,P20310,25-34,Woman,North,Urban,75.6,5.5,0
Quota,P48635,25-34,Woman,Midlands,Rural / small town,64.8,3.3,0
Quota,P04930,25-34,Woman,Midlands,Urban,76.9,6.8,0
Quota,P40497,25-34,Woman,Scotland/Wales,Urban,81.9,3.0,0
Quota,P41746,25-34,Woman,Midlands,Urban,80.8,5.6,0
Quota,P26684,25-34,Woman,South,Urban,71.3,5.2,0
Quota,P10491,25-34,Woman,Midlands,Urban,69.2,3.2,0
Quota,P09770,25-34,Woman,North,Urban,70.2,5.1,0
Quota,P25652,25-34,Woman,North,Urban,64.7,8.4,1
Quota,P48099,25-34,Woman,London,Urban,84.9,4.6,0
Quota,P45042,25-34,Woman,South,Rural / small town,82.6,9.8,1
Quota,P01424,25-34,Woman,London,Urban,97.1,6.5,0
Quota,P22353,25-34,Woman,Midlands,Urban,76.5,2.9,0
Quota,P31592,25-34,Woman,Scotland/Wales,Urban,84.2,3.6,0
Quota,P18911,25-34,Woman,London,Urban,56.6,8.6,1
Quota,P07024,25-34,Woman,North,Urban,75.6,4.7,0
Quota,P23327,25-34,Woman,North,Urban,76.8,4.5,0
Quota,P06536,25-34,Woman,South,Urban,74.2,5.7,0
Quota,P39355,25-34,Woman,London,Urban,79.0,7.1,1
Quota,P10714,25-34,Woman,London,Urban,88.0,9.0,1
Quota,P38664,25-34,Woman,Midlands,Urban,88.3,7.0,1
Quota,P05582,25-34,Woman,North,Urban,87.1,7.0,1
Quota,P48954,25-34,Woman,Midlands,Rural / small town,59.3,5.3,0
Quota,P28324,25-34,Woman,Scotland/Wales,Urban,98.4,5.1,0
Quota,P13819,25-34,Woman,Scotland/Wales,Rural / small town,79.8,7.8,1
Quota,P22822,25-34,Woman,Scotland/Wales,Urban,73.8,3.6,0
Quota,P35668,25-34,Woman,South,Urban,78.6,6.3,0
Quota,P18303,25-34,Woman,South,Urban,79.5,4.7,0
Quota,P38746,25-34,Woman,South,Rural / small town,78.9,2.8,0
Quota,P13535,25-34,Woman,North,Urban,74.9,4.0,0
Quota,P38072,25-34,Woman,London,Urban,87.5,5.3,0
Quota,P00174,25-34,Woman,London,Urban,93.6,8.1,1
Quota,P34023,25-34,Woman,Midlands,Rural / small town,68.4,8.2,1
Quota,P49434,25-34,Woman,Midlands,Urban,90.6,8.7,1
Quota,P26563,25-34,Woman,South,Urban,82.6,10.0,1
Quota,P32910,25-34,Woman,Midlands,Urban,97.2,2.4,0
Quota,P11478,25-34,Woman,South,Urban,84.1,6.8,0
Quota,P18877,25-34,Woman,Midlands,Urban,90.6,6.5,0
Quota,P02055,25-34,Woman,South,Urban,100.0,7.2,1
Quota,P39821,25-34,Woman,North,Urban,92.4,5.5,0
Quota,P02877,25-34,Woman,Scotland/Wales,Rural / small town,82.2,4.3,0
Quota,P11538,25-34,Woman,North,Rural / small town,69.4,3.0,0
Quota,P36492,25-34,Woman,North,Urban,95.8,9.4,1
Quota,P13422,25-34,Woman,North,Urban,95.9,4.5,0
Quota,P08975,25-34,Woman,London,Urban,91.0,8.3,1
Quota,P34332,25-34,Woman,Midlands,Urban,81.5,4.3,0
Quota,P40186,25-34,Woman,London,Urban,89.8,4.9,0
Quota,P24220,25-34,Woman,North,Urban,93.2,7.6,1
Quota,P13068,25-34,Woman,Midlands,Urban,100.0,4.2,0
Quota,P30386,25-34,Woman,South,Urban,83.1,3.5,0
Quota,P38507,25-34,Woman,Midlands,Urban,89.2,6.5,0
Quota,P23736,25-34,Woman,North,Urban,84.5,4.9,0
Quota,P28085,25-34,Woman,Scotland/Wales,Rural / small town,89.3,8.8,1
Quota,P36297,25-34,Woman,South,Urban,95.6,7.8,1
Quota,P00059,25-34,Woman,Midlands,Urban,85.5,6.7,0
Quota,P09974,25-34,Woman,London,Urban,76.7,7.6,1
Quota,P10906,25-34,Woman,South,Rural / small town,75.4,5.6,0
Quota,P19541,25-34,Woman,North,Urban,86.7,6.3,0
Quota,P31430,25-34,Woman,Midlands,Urban,92.5,4.8,0
Quota,P16932,25-34,Woman,Midlands,Urban,60.6,9.5,1
Quota,P47978,25-34,Woman,South,Urban,78.5,6.5,0
Quota,P34326,25-34,Woman,North,Urban,82.9,4.1,0
Quota,P28203,25-34,Woman,Midlands,Urban,89.8,6.3,0
Quota,P35810,25-34,Woman,North,Rural / small town,74.0,4.4,0
Quota,P23724,25-34,Woman,North,Urban,89.6,6.8,0
Quota,P09790,25-34,Woman,Midlands,Urban,92.2,6.4,0
Quota,P42107,25-34,Woman,South,Urban,96.6,7.8,1
Quota,P44167,25-34,Woman,North,Urban,62.8,4.9,0
Quota,P17515,25-34,Woman,Midlands,Urban,89.6,6.5,0
Quota,P31233,25-34,Woman,South,Urban,65.1,8.9,1
Quota,P09724,25-34,Woman,Midlands,Urban,79.2,5.4,0
Quota,P34061,25-34,Woman,London,Urban,71.4,7.3,1
Quota,P49819,25-34,Woman,North,Rural / small town,82.5,7.6,1
Quota,P24244,25-34,Woman,Midlands,Urban,100.0,6.0,0
Quota,P41556,35-44,Man,London,Urban,71.6,4.3,0
Quota,P05518,35-44,Man,North,Urban,88.7,6.2,0
Quota,P15198,35-44,Man,North,Urban,72.9,4.5,0
Quota,P27685,35-44,Man,Midlands,Urban,100.0,6.4,0
Quota,P30615,35-44,Man,North,Urban,96.7,6.3,0
Quota,P39543,35-44,Man,South,Urban,70.6,7.0,1
Quota,P35845,35-44,Man,North,Urban,85.3,4.9,0
Quota,P29229,35-44,Man,South,Urban,83.7,8.8,1
Quota,P45508,35-44,Man,South,Urban,73.5,7.7,1
Quota,P43577,35-44,Man,London,Urban,74.8,5.6,0
Quota,P27122,35-44,Man,Midlands,Rural / small town,68.7,2.9,0
Quota,P47526,35-44,Man,London,Urban,88.0,6.9,0
Quota,P14943,35-44,Man,London,Urban,71.0,5.3,0
Quota,P22133,35-44,Man,London,Urban,70.2,7.0,1
Quota,P14725,35-44,Man,London,Urban,70.1,9.5,1
Quota,P09679,35-44,Man,North,Urban,69.2,5.9,0
Quota,P40026,35-44,Man,Midlands,Urban,89.0,5.8,0
Quota,P27716,35-44,Man,South,Urban,74.9,6.3,0
Quota,P37066,35-44,Man,South,Urban,75.7,5.1,0
Quota,P24618,35-44,Man,South,Urban,84.6,4.4,0
Quota,P34402,35-44,Man,South,Urban,83.9,10.0,1
Quota,P26315,35-44,Man,South,Urban,75.0,7.2,1
Quota,P31373,35-44,Man,Scotland/Wales,Urban,89.2,7.4,1
